timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price
500,ORBIT_LOGISTICS,162.97,342,161.97,205,160.97,136,163.17,342,164.17,205,165.17,136,163.07
501,ORBIT_LOGISTICS,162.16,437,161.16,262,160.16,175,162.36,437,163.36,262,164.36,175,162.26
502,ORBIT_LOGISTICS,160.81,219,159.81,131,158.81,87,161.01,219,162.01,131,163.01,87,160.91
503,ORBIT_LOGISTICS,160.51,390,159.51,234,158.51,156,160.71,390,161.71,234,162.71,156,160.61
504,ORBIT_LOGISTICS,158.65,152,157.65,91,156.65,60,158.85,152,159.85,91,160.85,60,158.75
505,ORBIT_LOGISTICS,157.35,156,156.35,93,155.35,62,157.55,156,158.55,93,159.55,62,157.45
506,ORBIT_LOGISTICS,155.75,341,154.75,204,153.75,136,155.95,341,156.95,204,157.95,136,155.85
507,ORBIT_LOGISTICS,154.76,401,153.76,240,152.76,160,154.96,401,155.96,240,156.96,160,154.86
508,ORBIT_LOGISTICS,154.05,352,153.05,211,152.05,140,154.25,352,155.25,211,156.25,140,154.15
509,ORBIT_LOGISTICS,153.26,341,152.26,204,151.26,136,153.46,341,154.46,204,155.46,136,153.36
510,ORBIT_LOGISTICS,152.61,186,151.61,111,150.61,74,152.81,186,153.81,111,154.81,74,152.71
511,ORBIT_LOGISTICS,151.71,359,150.71,215,149.71,143,151.91,359,152.91,215,153.91,143,151.81
512,ORBIT_LOGISTICS,152.49,213,151.49,128,150.49,85,152.69,213,153.69,128,154.69,85,152.59
513,ORBIT_LOGISTICS,151.4,347,150.4,208,149.4,138,151.6,347,152.6,208,153.6,138,151.5
514,ORBIT_LOGISTICS,150.05,373,149.05,223,148.05,149,150.25,373,151.25,223,152.25,149,150.15
515,ORBIT_LOGISTICS,148.54,280,147.54,168,146.54,112,148.74,280,149.74,168,150.74,112,148.64
516,ORBIT_LOGISTICS,147.5,328,146.5,196,145.5,131,147.7,328,148.7,196,149.7,131,147.6
517,ORBIT_LOGISTICS,146.71,410,145.71,246,144.71,164,146.91,410,147.91,246,148.91,164,146.81
518,ORBIT_LOGISTICS,146.0,338,145.0,203,144.0,135,146.2,338,147.2,203,148.2,135,146.1
519,ORBIT_LOGISTICS,144.45,179,143.45,107,142.45,71,144.65,179,145.65,107,146.65,71,144.55
520,ORBIT_LOGISTICS,143.14,276,142.14,165,141.14,110,143.34,276,144.34,165,145.34,110,143.24
521,ORBIT_LOGISTICS,141.79,274,140.79,164,139.79,109,141.99,274,142.99,164,143.99,109,141.89
522,ORBIT_LOGISTICS,141.55,335,140.55,201,139.55,134,141.75,335,142.75,201,143.75,134,141.65
523,ORBIT_LOGISTICS,142.06,164,141.06,98,140.06,65,142.26,164,143.26,98,144.26,65,142.16
524,ORBIT_LOGISTICS,141.81,283,140.81,170,139.81,113,142.01,283,143.01,170,144.01,113,141.91
525,ORBIT_LOGISTICS,140.24,383,139.24,229,138.24,153,140.44,383,141.44,229,142.44,153,140.34
526,ORBIT_LOGISTICS,139.6,276,138.6,165,137.6,110,139.8,276,140.8,165,141.8,110,139.7
527,ORBIT_LOGISTICS,137.91,446,136.91,267,135.91,178,138.11,446,139.11,267,140.11,178,138.01
528,ORBIT_LOGISTICS,137.8,156,136.8,93,135.8,62,138.0,156,139.0,93,140.0,62,137.9
529,ORBIT_LOGISTICS,134.84,209,133.84,125,132.84,83,135.04,209,136.04,125,137.04,83,134.94
530,ORBIT_LOGISTICS,133.97,346,132.97,207,131.97,138,134.17,346,135.17,207,136.17,138,134.07
531,ORBIT_LOGISTICS,133.97,353,132.97,212,131.97,141,134.17,353,135.17,212,136.17,141,134.07
532,ORBIT_LOGISTICS,132.69,191,131.69,114,130.69,76,132.89,191,133.89,114,134.89,76,132.79
533,ORBIT_LOGISTICS,132.09,415,131.09,249,130.09,166,132.29,415,133.29,249,134.29,166,132.19
534,ORBIT_LOGISTICS,131.86,234,130.86,140,129.86,93,132.06,234,133.06,140,134.06,93,131.96
535,ORBIT_LOGISTICS,131.26,368,130.26,221,129.26,147,131.46,368,132.46,221,133.46,147,131.36
536,ORBIT_LOGISTICS,130.83,422,129.83,253,128.83,169,131.03,422,132.03,253,133.03,169,130.93
537,ORBIT_LOGISTICS,129.99,345,128.99,207,127.99000000000001,138,130.19,345,131.19,207,132.19,138,130.09
538,ORBIT_LOGISTICS,127.89,195,126.89,117,125.89,78,128.09,195,129.09,117,130.09,78,127.99
539,ORBIT_LOGISTICS,127.14,205,126.14,123,125.14,82,127.34,205,128.34,123,129.34,82,127.24
540,ORBIT_LOGISTICS,125.83,326,124.83,195,123.83,130,126.03,326,127.03,195,128.03,130,125.93
541,ORBIT_LOGISTICS,124.87,223,123.87,133,122.87,89,125.07,223,126.07,133,127.07,89,124.97
542,ORBIT_LOGISTICS,122.73,353,121.73,212,120.73,141,122.93,353,123.93,212,124.93,141,122.83
543,ORBIT_LOGISTICS,120.64,307,119.64,184,118.64,123,120.84,307,121.84,184,122.84,123,120.74
544,ORBIT_LOGISTICS,120.78,401,119.78,240,118.78,160,120.98,401,121.98,240,122.98,160,120.88
545,ORBIT_LOGISTICS,120.81,150,119.81,90,118.81,60,121.01,150,122.01,90,123.01,60,120.91
546,ORBIT_LOGISTICS,121.75,363,120.75,218,119.75,145,121.95,363,122.95,218,123.95,145,121.85
547,ORBIT_LOGISTICS,121.41,418,120.41,251,119.41,167,121.61,418,122.61,251,123.61,167,121.51
548,ORBIT_LOGISTICS,121.87,370,120.87,222,119.87,148,122.07,370,123.07,222,124.07,148,121.97
549,ORBIT_LOGISTICS,122.81,237,121.81,142,120.81,94,123.01,237,124.01,142,125.01,94,122.91
550,ORBIT_LOGISTICS,123.22,218,122.22,131,121.22,87,123.42,218,124.42,131,125.42,87,123.32
551,ORBIT_LOGISTICS,123.8,251,122.8,150,121.8,100,124.0,251,125.0,150,126.0,100,123.9
552,ORBIT_LOGISTICS,124.07,206,123.07,123,122.07,82,124.27,206,125.27,123,126.27,82,124.17
553,ORBIT_LOGISTICS,124.05,380,123.05,228,122.05,152,124.25,380,125.25,228,126.25,152,124.15
554,ORBIT_LOGISTICS,125.13,252,124.13,151,123.13,101,125.33,252,126.33,151,127.33,101,125.23
555,ORBIT_LOGISTICS,126.37,180,125.37,108,124.37,72,126.57,180,127.57,108,128.57,72,126.47
556,ORBIT_LOGISTICS,125.33,248,124.33,148,123.33,99,125.53,248,126.53,148,127.53,99,125.43
557,ORBIT_LOGISTICS,125.53,282,124.53,169,123.53,113,125.73,282,126.73,169,127.73,113,125.63
558,ORBIT_LOGISTICS,127.47,375,126.47,225,125.47,150,127.67,375,128.67000000000002,225,129.67000000000002,150,127.57
559,ORBIT_LOGISTICS,126.38,205,125.38,123,124.38,82,126.58,205,127.58,123,128.57999999999998,82,126.48
560,ORBIT_LOGISTICS,128.33,300,127.33000000000001,180,126.33000000000001,120,128.53,300,129.53,180,130.53,120,128.43
561,ORBIT_LOGISTICS,128.19,193,127.19,116,126.19,77,128.39,193,129.39,116,130.39,77,128.29
562,ORBIT_LOGISTICS,128.25,325,127.25,195,126.25,130,128.45,325,129.45,195,130.45,130,128.35
563,ORBIT_LOGISTICS,129.01,165,128.01,99,127.00999999999999,66,129.21,165,130.21,99,131.21,66,129.11
564,ORBIT_LOGISTICS,128.25,201,127.25,120,126.25,80,128.45,201,129.45,120,130.45,80,128.35
565,ORBIT_LOGISTICS,128.53,154,127.53,92,126.53,61,128.73,154,129.73,92,130.73,61,128.63
566,ORBIT_LOGISTICS,130.25,153,129.25,92,128.25,61,130.45,153,131.45,92,132.45,61,130.35
567,ORBIT_LOGISTICS,130.48,448,129.48,268,128.48,179,130.68,448,131.68,268,132.68,179,130.58
568,ORBIT_LOGISTICS,130.61,258,129.61,154,128.61,103,130.81,258,131.81,154,132.81,103,130.71
569,ORBIT_LOGISTICS,131.12,417,130.12,250,129.12,166,131.32,417,132.32,250,133.32,166,131.22
570,ORBIT_LOGISTICS,131.14,416,130.14,249,129.14,166,131.34,416,132.34,249,133.34,166,131.24
571,ORBIT_LOGISTICS,131.93,286,130.93,171,129.93,114,132.13,286,133.13,171,134.13,114,132.03
572,ORBIT_LOGISTICS,133.81,322,132.81,193,131.81,129,134.01,322,135.01,193,136.01,129,133.91
573,ORBIT_LOGISTICS,134.28,369,133.28,221,132.28,147,134.48,369,135.48,221,136.48,147,134.38
574,ORBIT_LOGISTICS,134.45,325,133.45,195,132.45,130,134.65,325,135.65,195,136.65,130,134.55
575,ORBIT_LOGISTICS,136.11,311,135.11,186,134.11,124,136.31,311,137.31,186,138.31,124,136.21
576,ORBIT_LOGISTICS,135.69,354,134.69,212,133.69,141,135.89,354,136.89,212,137.89,141,135.79
577,ORBIT_LOGISTICS,134.7,343,133.7,206,132.7,137,134.9,343,135.9,206,136.9,137,134.8
578,ORBIT_LOGISTICS,136.47,319,135.47,191,134.47,127,136.67,319,137.67,191,138.67,127,136.57
579,ORBIT_LOGISTICS,137.33,201,136.33,120,135.33,80,137.53,201,138.53,120,139.53,80,137.43
580,ORBIT_LOGISTICS,137.72,355,136.72,213,135.72,142,137.92,355,138.92,213,139.92,142,137.82
581,ORBIT_LOGISTICS,138.02,221,137.02,132,136.02,88,138.22,221,139.22,132,140.22,88,138.12
582,ORBIT_LOGISTICS,138.3,421,137.3,252,136.3,168,138.5,421,139.5,252,140.5,168,138.4
583,ORBIT_LOGISTICS,138.84,293,137.84,175,136.84,117,139.04,293,140.04,175,141.04,117,138.94
584,ORBIT_LOGISTICS,140.0,277,139.0,166,138.0,110,140.2,277,141.2,166,142.2,110,140.1
585,ORBIT_LOGISTICS,140.21,338,139.21,203,138.21,135,140.41,338,141.41,203,142.41,135,140.31
586,ORBIT_LOGISTICS,141.01,393,140.01,235,139.01,157,141.21,393,142.21,235,143.21,157,141.11
587,ORBIT_LOGISTICS,141.64,413,140.64,248,139.64,165,141.84,413,142.84,248,143.84,165,141.74
588,ORBIT_LOGISTICS,143.09,314,142.09,188,141.09,125,143.29,314,144.29,188,145.29,125,143.19
589,ORBIT_LOGISTICS,144.06,158,143.06,95,142.06,63,144.26,158,145.26,95,146.26,63,144.16
590,ORBIT_LOGISTICS,144.91,316,143.91,189,142.91,126,145.11,316,146.11,189,147.11,126,145.01
591,ORBIT_LOGISTICS,145.99,377,144.99,226,143.99,150,146.19,377,147.19,226,148.19,150,146.09
592,ORBIT_LOGISTICS,146.9,191,145.9,114,144.9,76,147.1,191,148.1,114,149.1,76,147.0
593,ORBIT_LOGISTICS,148.68,328,147.68,196,146.68,131,148.88,328,149.88,196,150.88,131,148.78
594,ORBIT_LOGISTICS,149.9,393,148.9,236,147.9,157,150.1,393,151.1,236,152.1,157,150.0
595,ORBIT_LOGISTICS,152.8,201,151.8,120,150.8,80,153.0,201,154.0,120,155.0,80,152.9
596,ORBIT_LOGISTICS,153.34,249,152.34,149,151.34,99,153.54,249,154.54,149,155.54,99,153.44
597,ORBIT_LOGISTICS,154.5,223,153.5,133,152.5,89,154.7,223,155.7,133,156.7,89,154.6
598,ORBIT_LOGISTICS,156.13,408,155.13,244,154.13,163,156.33,408,157.33,244,158.33,163,156.23
599,ORBIT_LOGISTICS,156.09,166,155.09,99,154.09,66,156.29,166,157.29,99,158.29,66,156.19
600,ORBIT_LOGISTICS,156.68,304,155.68,182,154.68,121,156.88,304,157.88,182,158.88,121,156.78
601,ORBIT_LOGISTICS,157.33,430,156.33,258,155.33,172,157.53,430,158.53,258,159.53,172,157.43
602,ORBIT_LOGISTICS,158.37,378,157.37,226,156.37,151,158.57,378,159.57,226,160.57,151,158.47
603,ORBIT_LOGISTICS,159.61,209,158.61,125,157.61,83,159.81,209,160.81,125,161.81,83,159.71
