timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price
700,DESERT_HYDROGEN,81.22,59,80.22,35,79.22,23,82.02,59,83.02,35,84.02,23,81.62
701,DESERT_HYDROGEN,81.61,60,80.61,36,79.61,24,82.41,60,83.41,36,84.41,24,82.01
702,DESERT_HYDROGEN,80.54,35,79.54,21,78.54,14,81.34,35,82.34,21,83.34,14,80.94
703,DESERT_HYDROGEN,79.88,32,78.88,19,77.88,13,80.68,32,81.68,19,82.68,13,80.28
704,DESERT_HYDROGEN,79.52,88,78.52,52,77.52,35,80.32,88,81.32,52,82.32,35,79.92
705,DESERT_HYDROGEN,81.55,27,80.55,16,79.55,10,82.35,27,83.35,16,84.35,10,81.95
706,DESERT_HYDROGEN,82.52,30,81.52,18,80.52,12,83.32,30,84.32,18,85.32,12,82.92
707,DESERT_HYDROGEN,81.41,53,80.41,32,79.41,21,82.21,53,83.21,32,84.21,21,81.81
708,DESERT_HYDROGEN,81.68,80,80.68,48,79.68,32,82.48,80,83.48,48,84.48,32,82.08
709,DESERT_HYDROGEN,82.61,93,81.61,55,80.61,37,83.41,93,84.41,55,85.41,37,83.01
710,DESERT_HYDROGEN,83.83,94,82.83,56,81.83,37,84.63,94,85.63,56,86.63,37,84.23
711,DESERT_HYDROGEN,84.26,69,83.26,41,82.26,27,85.06,69,86.06,41,87.06,27,84.66
712,DESERT_HYDROGEN,87.31,68,86.31,40,85.31,27,88.11,68,89.11,40,90.11,27,87.71
713,DESERT_HYDROGEN,86.05,58,85.05,35,84.05,23,86.85,58,87.85,35,88.85,23,86.45
714,DESERT_HYDROGEN,86.8,28,85.8,17,84.8,11,87.6,28,88.6,17,89.6,11,87.2
715,DESERT_HYDROGEN,84.95,68,83.95,41,82.95,27,85.75,68,86.75,41,87.75,27,85.35
716,DESERT_HYDROGEN,84.64,79,83.64,47,82.64,31,85.44,79,86.44,47,87.44,31,85.04
717,DESERT_HYDROGEN,82.59,32,81.59,19,80.59,12,83.39,32,84.39,19,85.39,12,82.99
